chunk_id,doc_id,title,topic,url,source_type,source_name,section,chunk_order,last_edited,retrieved,chunk_text,db_chunk_id
gov_010_005,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing?,5,3/23/2026,4/19/2026,"Beginning March 6, 2023, we began phasing in premium processing for F-1 students seeking optional practical training (OPT) and STEM OPT extensions. As of April 3, 2023, all pending and initial Form I-765 petitions filed by F-1 students in these categories are eligible to request premium processing. [Online filing](/file-online) of Form I-907 is also available to F-1 students in these categories.

We will adjudicate premium processing requests for certain eligible and properly filed Forms I-539 and I-765 within the 30-day time frame specified by Congress.

After a Form I-765 is approved, your EAD card should be produced within two weeks. Your EAD card will be mailed via U.S. Postal Service (USPS) Informed Delivery. The time frame in which you will receive your EAD card may vary, depending on USPS delivery times. Please allow a total of 30 days from approval before inquiring with us. We encourage you to [track delivery of your card](/forms/filing-guidance/how-to-track-delivery-of-your-notice-or-secure-identity-document-or-card). If you do not receive your EAD card, please visit [e-Request - Self Service Tools (uscis.gov)](https://egov.uscis.gov/e-request/Intro.do) for instructions on how to submit an inquiry.

**Premium Processing for Form I-539 Applicants Seeking to Change to F-1, F-2, M-1, M-2, J-1, or J-2 Nonimmigrant Status**

On June 13, 2023, we began phasing in premium processing for applicants seeking a change to F-1, F-2, M-1, M-2, J-1, or J-2 status, who have a pending Form I-539, Application to Extend/Change Nonimmigrant Status. [Online filing](/file-online) of Form I-907 is also available to these applicants.",85
gov_010_006,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > Can the beneficiary of a visa petition seek premium processing?,6,3/23/2026,4/19/2026,"No, except in cases where the petitioner is eligible to file a self-petition (that is, the petitioner and the beneficiary are the same). Otherwise, only the petitioner (or the attorney or representative who has filed Form G-28, Notice of Entry of Appearance as Attorney or Accredited Representative, on behalf of the petitioner) may request premium processing for a designated petition. While the petitioner, beneficiary, attorney, or representative, however, may pay the premium processing service fee, the beneficiary cannot sign or file Form I-907.",86
gov_010_007,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > How do I verify that I am using the current version of the form?,7,3/23/2026,4/19/2026,Check the Edition Date section of our [Form I-907](/i-907) webpage for information on the current edition date.,87
gov_010_008,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > How do I file a request for premium processing?,8,3/23/2026,4/19/2026,"As the petitioner or applicant (or attorney or representative), you must complete and sign Form I-907, Request for Premium Processing Service, according to the [instructions](/sites/default/files/document/forms/i-907instr.pdf) on the current version of the form. If you are filing Form I-907 together with Form I-129 or Form I-140, you must file both forms according to the [Form I-129 instructions ](/sites/default/files/document/forms/i-129instr.pdf)or [Form I-140 instructions based on the form that you filed](/sites/default/files/document/forms/i-140instr.pdf). You can make certain premium processing requests online. Visit the [Forms Available to File Online](/file-online/forms-available-to-file-online) webpage for details on when you or your representative can file Form I-907 online.

If you have already filed Form I-129 and now wish to request premium processing:

- File Form I-907 using the instructions on the
[Direct Filing Addresses for Form I-129, Petition for a Nonimmigrant Worker](/i-129-addresses), webpage, along with a copy of the Form I-797, Receipt Notice, for your Form I-129.

If you have already filed Form I-140 and now wish to request premium processing:

- File Form I-907 with the service center where your Form I-140 is currently pending, along with a copy of the Form I-797, Receipt Notice, for your Form I-140.

For Form I-140 and I-129 petitions that are filed together with Form I-907, we will reject both the underlying petition and request for premium processing if they are not filed at the correct location. The filing location is based on the underlying petition. A listing of those locations can be found on either the [I-129](/i-129-addresses) or [I-140](/forms/all-forms/direct-filing-addresses-for-form-i-140-immigrant-petition-for-alien-worker) Direct Filing Addresses webpage.

For Form I-140 petitions, we will not reject any standalone Form I-907 that is mistakenly filed at a service center without geographic jurisdiction over the underlying Form I-140 petition. We will reject any standalone I-907 filed at a Lockbox because it was not filed at the correct location. For incorrectly filed Forms I-907, the premium processing time period begins on the date the correct service center receives the file, as indicated in the Form I-907 filing instructions.

For Form I-129 petitions, we will reject any standalone Form I-907 that is not filed at the correct location listed on the [Direct Filing Addresses for Form I-129, Petition for Nonimmigrant Worker](/i-129-addresses), webpage. The underlying petition’s current location may not be the same as the proper filing location on this webpage. Once we receive the Form I-907 at the proper location as listed on the Direct Filing Addresses webpage, we electronically match the Form I-907 to your Form I-129 petition. You can make certain premium processing requests online. Visit the [Forms Available to File Online](/file-online/forms-available-to-file-online) webpage for details on when you or your representative can file Form I-907 online.

If you are an F-1 student and have already filed Form I-765 requesting OPT or a STEM OPT extension and now wish to request premium processing, file [Form I-907](/i-907) online or with the Chicago Lockbox.",88
gov_010_009,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > How do I file a request for premium processing?,9,3/23/2026,4/19/2026,"For Form I-129 petitions, we will reject any standalone Form I-907 that is not filed at the correct location listed on the [Direct Filing Addresses for Form I-129, Petition for Nonimmigrant Worker](/i-129-addresses), webpage. The underlying petition’s current location may not be the same as the proper filing location on this webpage. Once we receive the Form I-907 at the proper location as listed on the Direct Filing Addresses webpage, we electronically match the Form I-907 to your Form I-129 petition. You can make certain premium processing requests online. Visit the [Forms Available to File Online](/file-online/forms-available-to-file-online) webpage for details on when you or your representative can file Form I-907 online.

If you are an F-1 student and have already filed Form I-765 requesting OPT or a STEM OPT extension and now wish to request premium processing, file [Form I-907](/i-907) online or with the Chicago Lockbox.

For Form I-765: (c)(3)(A), (c)(3)(B), (c)(3)(C) requesting OPT or a STEM OPT extension, Form I-907 will be rejected if the application is not for a category eligible for premium processing or if we are not able to match your Form I-907 to the receipt for your Form I-765 requesting OPT or a STEM OPT extension. Furthermore, if you submit a single payment for concurrent fillings, we may reject the forms for improper fee payment.

Since June 13, 2023, USCIS has been accepting Form I-907 requests filed via paper form or online for nonimmigrants who have a pending Form I-539, Application to Extend/Change Nonimmigrant Status, and requested a change of status to one of the following:

- F-1 Academic Student or F-2 Dependent of F-1;
- M-1 Vocational Student or M-2 Dependent of M-1;
- J-1 Exchange Visitor or J-2 Dependent of J-1.

If you already submitted Form I-539 to request a change of status to one of these classifications and you want to request premium processing, file Form I-907 online or on paper with the appropriate Lockbox. You must file Form I-907 the same way you submitted Form I-539 (online or via paper form.)

Since June 26, 2023, USCIS has been accepting Form I-907 requests filed via paper form or online from applicants seeking to change to F-1, F-2, M-1, M-2, J-1, or J-2 status, when filed together with their Form I-539.

For Form I-539 requesting a change to F-1, F-2, M-1, M-2, J-1, or J-2 status, Form I-907 will be rejected if the application is not a category eligible for premium processing or if we are not able to match your Form I-907 to the receipt for your Form I-539 requesting a change of status.

Please note that when requesting premium processing, either by filing the Form I-907 together with the eligible form (such as Form I-140 or I-129) or for a previously filed eligible form, you must submit only one Form I-907 for the single eligible form or classification. Do not submit unrelated Forms I-907 in the same envelope. This will delay the processing of your request.",89
gov_010_010,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > How do I file a request for premium processing?,10,3/23/2026,4/19/2026,"For Form I-539 requesting a change to F-1, F-2, M-1, M-2, J-1, or J-2 status, Form I-907 will be rejected if the application is not a category eligible for premium processing or if we are not able to match your Form I-907 to the receipt for your Form I-539 requesting a change of status.

Please note that when requesting premium processing, either by filing the Form I-907 together with the eligible form (such as Form I-140 or I-129) or for a previously filed eligible form, you must submit only one Form I-907 for the single eligible form or classification. Do not submit unrelated Forms I-907 in the same envelope. This will delay the processing of your request.

For example, if you are filing a Form I-140 and seek premium processing for that Form I-140, submit the Form I-140 with Form I-907. However, do not submit multiple Forms I-907 for the same Form I-140, and do not include Forms I-907 for other Forms I-140 that you might have submitted previously. This will delay the processing of your request.",90
gov_010_011,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > Can I file a premium processing request online?,11,3/23/2026,4/19/2026,"You can make certain premium processing requests online. Visit the [ Forms Available to File Online](/file-online/forms-available-to-file-online) webpage for details on when you or your representative can file Form I-907 online.

Due to limitations with the online Form I-907, representatives who previously filed a Form G-28 will need to file a new Form G-28 when they request premium processing. Representatives who prefer not to file Form G-28 online must file their premium processing request and Form G-28 with the appropriate lockbox.",91
gov_010_012,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > Is USCIS placing any conditions of availability on premium processing for Form I-140 petitions?,12,3/23/2026,4/19/2026,"Yes. Premium processing is available for the Form I-140 classifications indicated on the charts above. Please review to determine your eligibility to either upgrade a pending E13 multinational executive and manager or E21 NIW petition, or to submit an initial E13 multinational executive and manager or E21 NIW petition. (Please see “How do I file a request for premium processing?” section, above, for how info on how to upgrade).",92
gov_010_013,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > What is the fee for this service?,13,3/23/2026,4/19/2026,"For information on the current filing fee, see our [Fee Schedule](/g-1055).

Fee waivers not available: USCIS fee waiver regulations at 8 CFR 106.3(a) do not provide for a Fee Waiver for Form I-907.",93
gov_010_014,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > Does this program have any effect on USCIS’ previous expedite practices?,14,3/23/2026,4/19/2026,"Yes. In general, discretionary expedite requests will no longer be available for classifications designated as eligible for premium processing. However, petitioners designated as not-for-profit entities by the IRS have the choice to request discretionary expedited service as they have in the past, or they may choose to pay the premium processing service fee and use that service. If the not-for-profit entity doesn’t meet the criteria for a discretionary expedite, the petitioner may still request premium processing by filing Form I-907 and paying the fee.",94
gov_010_015,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > How will USCIS manage those categories that have an annual limit in relation to this faster processing?,15,3/23/2026,4/19/2026,"Those who pay for premium processing on petitions filed for nonimmigrant classifications that are subject to annual numerical (“cap”) limits will not have an unfair access to these limited immigration programs.

If necessary, we will apply a random selection process to all petitions received on the final receipt date for cap-subject H-2B and H-3 petitions, regardless of whether premium processing is requested. We will adjudicate these randomly selected cases and will reject and return the fees for any unselected cases, as well as cases that were filed after the final receipt date.

If necessary, for the H-1B cap, we will apply a random selection process to all registrations received during the initial registration period or final registration date. If we suspend the registration process, we will apply a random selection process to all petitions received on the final receipt date for cap-subject H-1B petitions, regardless of whether premium processing is requested. If the final receipt date is any of the first five business days on which petitions subject to the H-1B regular cap may be received (i.e., if the cap is reached on any one of the first five business days that filings can be made), we will randomly select from among all the petitions properly submitted during the first five business days the number of petitions deemed necessary to meet the H-1B cap. In either scenario, we will adjudicate these randomly selected petitions and will reject and return the fees for any unselected petitions, as well as petitions that were filed after the final receipt date.",95
gov_010_016,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > Can I contact a USCIS service center if I have not filed a request for premium processing but have questions about the program?,16,3/23/2026,4/19/2026,"After you have filed Form I-907 for your underlying Form I-129, Form I-140, Form I-765, or Form I-539, you may contact the service centers directly. Please note that the toll-free number and email address listed on the receipt notice for Form I-907 are only for users who have already submitted a request for premium processing. If you have not requested premium processing service, you can call the USCIS Contact Center at 800-375-5283 for general information about the program.

If you have not filed your Form I-907, or have other case-related questions, we offer a number of [customer service tools](/contactcenter) that you may find helpful.",96
gov_010_017,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,How Do I Request Premium Processing? > How do I contact the service center concerning a premium processing service request that I filed?,17,3/23/2026,4/19/2026,"If you have already filed Form I-907 and you need to contact the service center, call 866-315-5718. Be sure to have your receipt number ready. If you filed your Form I-907 online for a Form I-765 requesting OPT or a STEM OPT extension, you may send a secure message through your USCIS online account.",97
gov_010_018,gov_010,How Do I Request Premium Processing? | USCIS,premium processing,https://www.uscis.gov/forms/all-forms/how-do-i-request-premium-processing,gov,uscis,"How Do I Request Premium Processing? > Will USCIS also expedite my Form I-539, Application to Extend/Change Nonimmigrant Status, if I submit it with my Form I-129, Petition for a Nonimmigrant Worker?",18,3/23/2026,4/19/2026,"Premium processing is not available for Form I-539 applications filed for dependents of a Form I-129 beneficiary classification. However, applications for change of status or extension of stay properly filed together with a Form I-539 for derivative H-4 or L-2 status will be adjudicated at the same time as the principal’s Form I-129. This means that an officer will review the H-4 or L-2 derivative’s Form I-539 as soon as possible after reviewing the principal’s Form I-129 and will take appropriate adjudicative action (that is, issue an approval, denial, RFE, NOID or refer for an investigation) after that adjudicative review when the derivative’s Form I-539 is packaged together with and properly filed at the same time and in the same location as the principal’s Form I-129. Individuals applying for other classifications may request expedited processing on a case-by-case basis. For more information, please see our [Options for Terminated Workers](/archive/options-for-nonimmigrant-workers-following-termination-of-employment-0) page and [How to Make an Expedite Request](/forms/filing-guidance/expedite-requests) page.",98
gov_011_001,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Students | ICE,1,7/8/2025,4/19/2026,"Learn about the rules and regulations governing F and M students in the United States.

Nonimmigrant students who come to the United States to study must follow specific rules. However, different rules apply depending on your student type.",99
gov_011_002,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Student Type,2,7/8/2025,4/19/2026,"Learn what student type applies to you below:

**F-1:**Nonimmigrant students enrolling in academic programs at a university, college, high school, private elementary school, seminary, conservatory or another academic institution, including an English language program.**M-1:**Nonimmigrant students enrolling in a technical program at vocational or other recognized nonacademic institution, other than a language training program.",100
gov_011_003,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step One: Apply to an SEVP-Certified School,3,7/8/2025,4/19/2026,Your first step is to apply to a Student and Exchange Visitor Program (SEVP)-certified school in the United States. Use the [School Search](https://studyinthestates.dhs.gov/school-search) tool to find SEVP-certified schools and programs that are eligible to enroll F-1 and M-1 students.,101
gov_011_004,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step Two: Receive a Form I-20,4,7/8/2025,4/19/2026,"Once you are accepted into an SEVP-certified school, your school’s designated school official will send you a document called the [Form I-20, “Certificate of Eligibility for Nonimmigrant Student Status.”](https://studyinthestates.dhs.gov/student-forms?form=Forms_I-20) The Form I-20 is a record of your information in the Student and Exchange Visitor Information System (SEVIS) database. Each school that accepts you will send you a Form I-20.

For more information, visit the [Students and the Form I-20](https://studyinthestates.dhs.gov/students/prepare/students-and-the-form-i-20) page.",102
gov_011_005,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step Three: Pay the I-901 SEVIS Fee,5,7/8/2025,4/19/2026,"After receiving your Form I-20, you must pay the [I-901 SEVIS Fee](/sevis/i901) before applying for your U.S. student visa. You can pay your I-901 SEVIS Fee online at [FMJfee.com](https://www.fmjfee.com/i901fee/index.htm) or by using [Western Union Quick Pay](/sevis/i901/wu-instructions). You must present the receipt as proof of payment when you apply for a visa. It’s important that the SEVIS ID number on your I-901 SEVIS Fee receipt matches your SEVIS ID number on your Form I-20. If it does not, or you encounter other issues paying your fee, please contact SEVP.

Learn more about the I-901 SEVIS Fee on Study in the States:",103
gov_011_006,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step Four: Apply for Student Visa,6,7/8/2025,4/19/2026,"After paying the I-901 SEVIS Fee and getting a receipt, you must [apply for a visa](https://studyinthestates.dhs.gov/students/travel/applying-for-a-visa-to-travel-to-the-united-states) at any [U.S. Embassy or Consulate](https://www.usembassy.gov/) before you come to the United States. Bring your Form I-20 and other required documents to apply for a student visa from the U.S. Department of State.

A visa does not guarantee entrance to the United States; it only permits you to arrive and seek permission to enter the country. The U.S. Customs and Border Protection (CBP) officer at the U.S. port of entry has the final authority to admit entry into the country.

Learn more about the student visa process:",104
gov_011_007,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step Five: Arrive in the United States,7,7/8/2025,4/19/2026,"Before you leave for the United States, make sure you are familiar with the documents you will need, or may need, when you arrive. For more information on traveling to the United States, visit the [Getting to the United States](https://studyinthestates.dhs.gov/students/getting-to-the-united-states) page.

When you arrive to the United States you will meet a [Customs and Border Protection](https://www.cbp.gov/) (CBP) officer at the port of entry, who will verify your information and determine if you may enter the country. Learn more about what to expect a U.S. port of entry and what happens if you are referred to [Secondary inspection](https://studyinthestates.dhs.gov/students/what-is-secondary-inspection) or receive a [Form I-515A, “Notice to Student or Exchange Visitor](https://studyinthestates.dhs.gov/students/travel/form-i-515a-overview). If the CBP officer admits you into the country, they will give you a [Form I-94, “Arrival/Departure Record](https://studyinthestates.dhs.gov/student-forms?form=Form_I-94).”

You have 30 days to enter the country before your official program start date listed on your Form I-20. If you cannot enter the United States for the start date on your Form I-20, contact your school officials immediately so they can update your record in SEVIS to reflect your changed plan.",105
gov_011_008,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step Six: Maintain Student Status,8,7/8/2025,4/19/2026,"To maintain your student status, you must fulfill the purpose for your visa and follow all associated regulations. Learn more about the rules by talking to your DSO and reviewing the [Maintaining Status](https://studyinthestates.dhs.gov/maintaining-status) page on Study in the States.

While studying in the United States, you may be eligible to apply for certain benefits. Students must apply to other government agencies to receive them and eligibility depends on your student status. Visit the following pages to learn more about potential student benefits:

[Driving in the United States](https://studyinthestates.dhs.gov/driving-in-the-united-states)[Working in the United States](https://studyinthestates.dhs.gov/working-in-the-united-states)[Training Opportunities in the United States](https://studyinthestates.dhs.gov/training-opportunities-in-the-united-states)[Obtaining a Social Security Number](https://studyinthestates.dhs.gov/obtaining-a-social-security-number)

As a note, most employment and training opportunities require authorization from [United States Citizenship and Immigration Services (USCIS)](https://www.uscis.gov/). For more information, visit the [Employment](/sevis/employment) page on ICE.gov.",106
gov_011_009,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step Seven: Explore Post Graduation Opportunities,9,7/8/2025,4/19/2026,"Once you complete your program and fulfill your purpose for coming to the United States, you have several options. These include [changing your status](https://studyinthestates.dhs.gov/students/complete/change-of-status), applying for practical training, transferring to another SEVP-certified school or leaving the country.

Restrictions may apply to M students transferring and changing status. Talk to your DSO to understand your options.",107
gov_011_010,gov_011,Students | ICE,students,https://www.ice.gov/sevis/students,gov,ice,Step Eight: Depart the United States,10,7/8/2025,4/19/2026,"If you do not qualify to stay in the country after completing your program, or chose to depart, please remember:

- F-1 students and dependents have 60 days after program end date (or training end date) to depart the United States.
- M-1 students and dependents have 30 days after program end date (or training end date) to depart the United States.",108
gov_012_001,gov_012,OPT Student Reporting Requirements | Study in the States,opt reporting,https://studyinthestates.dhs.gov/sevp-portal-help/maintain-information/opt-student-reporting-requirements,gov,dhs,OPT Student Reporting Requirements,1,,4/19/2026,"Regulations require that international students work with their DSO to ensure information captured in the SEVP Portal and [SEVIS](https://studyinthestates.dhs.gov/glossary/S/#SEVIS) are accurate. As an F-1 or M-1 student, it is very important that you regularly check in with your DSO, especially if personal or academic changes occur.",109
gov_012_002,gov_012,OPT Student Reporting Requirements | Study in the States,opt reporting,https://studyinthestates.dhs.gov/sevp-portal-help/maintain-information/opt-student-reporting-requirements,gov,dhs,OPT Student Reporting Requirements > Changes to Report,2,,4/19/2026,"Federal regulations require that international students report the following changes to their DSO to properly [maintain their student status](https://studyinthestates.dhs.gov/maintaining-your-status). Regulations specify when you need to report these changes, as identified below.

International students must report the following changes to their DSO or via the SEVP Portal within 10 days of the change occurring:

- Physical address and/or mailing address.
- Legal name.

Please note: If a student’s physical address and mailing address in the United States are different, the DSO must have both addresses.

Every six months, students participating in STEM OPT must work with their DSO to confirm that their record in SEVIS accurately reflects their current circumstance. Please visit the [STEM OPT Hub](https://studyinthestates.dhs.gov/students-stem-opt-reporting-requirements) for more information about reporting requirements for STEM OPT students.",110
gov_012_003,gov_012,OPT Student Reporting Requirements | Study in the States,opt reporting,https://studyinthestates.dhs.gov/sevp-portal-help/maintain-information/opt-student-reporting-requirements,gov,dhs,OPT Student Reporting Requirements > Requesting Changes,3,,4/19/2026,"In certain instances, students need to work with their DSO before a change occurs. These situations often occur because a DSO needs to grant the student permission in SEVIS or verify that the government records on the student are accurate for re-entry into the United States.

These change requests include:

- Transferring to a new SEVP-certified school.
- Traveling outside the United States.
- Bringing dependents into the country.
- Requesting employment or training authorization.",111
gov_012_004,gov_012,OPT Student Reporting Requirements | Study in the States,opt reporting,https://studyinthestates.dhs.gov/sevp-portal-help/maintain-information/opt-student-reporting-requirements,gov,dhs,OPT Student Reporting Requirements > Importance of SEVIS,4,,4/19/2026,"SEVIS and the SEVP Portal are critical tools in DHS’s mission to protect national security while supporting the legal entry of international students into the United States for education and cultural exchange.

For DHS to fulfill this mission, the information contained within SEVIS and the portal must be accurate, complete and up to date. Inaccurate information jeopardizes an international student’s ability to legally remain in the United States and can also delay issuance of new visas and the entry into the United States.

Related Tags: [Employment](/filter?filter=24), [Student Report](/filter?filter=77)",112
gov_013_001,gov_013,Unemployment Counter | Study in the States,unemployment,https://studyinthestates.dhs.gov/sevis-help-hub/student-records/fm-student-employment/unemployment-counter,gov,dhs,What's New > Try the Facebook Chatbot,1,5-Aug-21,4/19/2026,Visit the tool on the Study in the States Facebook page to learn how to become an F or M international student in the United States.,113
gov_013_002,gov_013,Unemployment Counter | Study in the States,unemployment,https://studyinthestates.dhs.gov/sevis-help-hub/student-records/fm-student-employment/unemployment-counter,gov,dhs,What's New > Learn About Summer Employment,2,5-Aug-21,4/19/2026,"While employed this summer, make sure you have all the relevant information on maintaining your student status, and the steps you must take before returning to school.",114
gov_013_003,gov_013,Unemployment Counter | Study in the States,unemployment,https://studyinthestates.dhs.gov/sevis-help-hub/student-records/fm-student-employment/unemployment-counter,gov,dhs,Icon Guide,3,5-Aug-21,4/19/2026,See the [SEVIS Help Icons](/sevis-help-hub/learn-more/sevis-job-aids/sevis-help-icons-job-aid) on the SEVIS Help Hub for a quick-reference of the icons used in this user guide.,115
gov_013_004,gov_013,Unemployment Counter | Study in the States,unemployment,https://studyinthestates.dhs.gov/sevis-help-hub/student-records/fm-student-employment/unemployment-counter,gov,dhs,Contact Us,4,5-Aug-21,4/19/2026,"SEVP Response Center

703-603-3400

Monday - Friday

8:00 a.m. to 6:00 p.m. ET,

except holidays

ICE Tip Line",116
gov_014_001,gov_014,Maintaining Status | Study in the States,maintaining status,https://studyinthestates.dhs.gov/students/maintaining-status,gov,dhs,Maintaining Status,1,,4/19/2026,"While studying in the United States, it is important to maintain your F or M student status. Your status relates to the purpose, or reason for why you want to come to the United States. The U.S. Department of State issues you your visa based on your intended purpose.

If the Department of State issues you an F or M student visa, this means that you are coming to the United States to study. You should not take any action that detracts from that purpose. Maintaining your status means:

- Fulfilling the purpose for why the Department of State issued you your visa.
- Following the regulations associated with that purpose.

F-1 and M-1 students share the same primary purpose for coming to the United States however, F-1 students enroll in more traditional academic programs, while M-1 students enroll in vocational programs. Because these two types of programs are different in nature, the types of benefits a nonimmigrant student may be eligible for and how long they may remain in the country depend on whether they are an F-1 or M-1 student. Learn more about these specific differences by reviewing the [F&M Student Status: Know the Difference infographic](https://studyinthestates.dhs.gov/sites/default/files/SEVP_F%20vs%20M%20Infographic_Oct2015.pdf).

Below are actions to take in order to properly maintain your status.",117
gov_014_002,gov_014,Maintaining Status | Study in the States,maintaining status,https://studyinthestates.dhs.gov/students/maintaining-status,gov,dhs,Arrival,2,,4/19/2026,"When arriving to the United States, both F and M students must:

- Enter the United States no more than 30 days before your program of study begins.
- Immediately contact your designated school official (DSO) when you enter the United States.
- When you arrive at school, you need to contact your DSO again, no later than the program start date listed on your
[Form I-20, ""Certificate of Eligibility for Nonimmigrant Student Status.""](/student-forms?form=Forms_I-20)",118
gov_014_003,gov_014,Maintaining Status | Study in the States,maintaining status,https://studyinthestates.dhs.gov/students/maintaining-status,gov,dhs,Education,3,,4/19/2026,"While studying in the United States, both F and M students must:

- Attend all your classes, and maintain normal academic progress. If school is too difficult, speak with your DSO immediately.
- Maintain a full course of study each term. If you cannot study full time, contact your DSO immediately. You may be eligible for a
[reduced course load](/2016/02/students-are-you-eligible-for-a-reduced-course-load)in limited circumstances. - Speak to your DSO before dropping a class.
- Talk to your DSO about requesting a possible program extension if you do not think you will complete your program of study by the end date listed on your Form I-20. An extension must be requested before your program end date.",119
gov_014_004,gov_014,Maintaining Status | Study in the States,maintaining status,https://studyinthestates.dhs.gov/students/maintaining-status,gov,dhs,Annual Vacation for F-1 Students,4,,4/19/2026,"F-1 students must complete at least one full academic year at an SEVP-certified school to be eligible for annual vacation. Additionally, students must intend to register for classes in the academic term following their annual vacation.

SEVP-certified schools should have clear and consistent policies regarding annual vacation and comply with the requirements laid out in [SEVP Policy Guidance for Adjudicators 1408-01: Academic Year.](https://www.ice.gov/sites/default/files/documents/Document/2016/sevp-PG1408-01.pdf)

Please note that during an annual vacation, students can take as many, as few or no courses as they want. SEVP considers all study during an annual vacation incident to status.",120
gov_014_005,gov_014,Maintaining Status | Study in the States,maintaining status,https://studyinthestates.dhs.gov/students/maintaining-status,gov,dhs,Work and Practical Training for F-1 Students,5,,4/19/2026,"An F student may only work when authorized by a DSO in some cases, and [U.S. Citizenship and Immigration Services (USCIS)](/about/uscis) in others. If you choose to work without authorization, you will be forced to leave the United States immediately, and you may not be able to re-enter the United States at a later date.

F students are also eligible for optional practical training during or following the program of study. OPT is a form of temporary employment that directly relates to your program of study.

For more information about employment and training options available for F-students, visit the [Working in the United States page](http://studyinthestates.dhs.gov/working-in-the-united-states) and talk with your DSO.",121
gov_014_006,gov_014,Maintaining Status | Study in the States,maintaining status,https://studyinthestates.dhs.gov/students/maintaining-status,gov,dhs,Practical Training for M-1 Students,6,,4/19/2026,"M-1 students are not eligible for employment during their program of study, but may obtain authorization for practical training employment. You may participate in practical training employment after the completion of your vocational program.

If you want to participate in practical training employment in the United States, talk with your DSO about your options. Practical training employment requires your DSO’s recommendation and authorization from USCIS.

If you choose to work without authorization, you will be forced to leave the United States immediately. You may not be able to re-enter the United States at a later date.",122
gov_014_007,gov_014,Maintaining Status | Study in the States,maintaining status,https://studyinthestates.dhs.gov/students/maintaining-status,gov,dhs,Upon Program Completion,7,,4/19/2026,"F and M students must take action to maintain legal status or depart the United States after completing your program of study.

Once you complete your program of study and any authorized period of practical training, F students have 60 days after completion of your program (the program end date on your Form I-20) to leave the United States. If you wish to extend your stay in the United States, talk with your DSO to learn more about doing one of the following:

[Transfer to another school](http://studyinthestates.dhs.gov/transferring-to-another-school).- Change your education level (e.g. bachelor’s to master’s).
[Apply to change status](http://studyinthestates.dhs.gov/change-of-status)to another visa status (e.g. H-1B-temporary worker; O-extraordinary ability in science, art or business; P-athlete).

M students have 30 days after completion of their program (the program end date on your Form I-20) to leave the United States. The latest date you may remain in the United States is the “admit until” date on your [Form I-94, “Arrival/Departure Record,” ](http://studyinthestates.dhs.gov/student-forms?form=Form_I-94)unless you filed for an extension with USCIS.",123
